trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",25,0,6.267885170554627,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",25,0,-2.0754453936821715,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",35,16,32.33682673550257,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.3054590259283046}",20,0,-14.631481080493542,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.30240443566902153}",25,0,-111.9677779997035,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
120,False,"{'a': 0.5, 'e': 0.2993803913123313}",30,20,5.3567124772512145,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.296386587399208}",30,20,10.068796801668535,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.2934227215252159}",30,13,-64.74428891551024,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
123,False,"{'a': 0.5, 'e': 0.29048849430996376}",20,6,-1.468537097329394,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.2875836093668641}",20,0,-22.145542263709125,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.28470777327319546}",25,11,-25.97279465508123,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.2818606955404635}",30,12,-2.6869506361867104,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.27904208858505886}",25,6,2.410345896718475,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.2762516676992083}",20,0,-19.733636565199735,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.2734891510222162}",20,6,8.162922079571038,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.27075425951199406}",20,8,0.8636274745899977,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.2680467169168741}",30,0,-25.633446543518062,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.26536624974770534}",30,12,20.36908817684249,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502283}",20,0,-15.185497341384064,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.26008546137772603}",20,0,-9.22251884451659,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.25748460676394874}",20,13,-1.4283123884835938,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.2549097606963093}",20,0,-51.00553323487275,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.2523606630893462}",30,8,-48.96915103258911,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.2498370564584527}",20,7,23.92139825876492,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24733868589386818}",20,8,16.114087547371888,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492948}",25,14,19.243503351243184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.2424166460445802}",25,14,-1.862459877523838,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2399924795841344}",25,5,4.393727803823911,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",30,8,17.800688307704974,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23521662924041012}",25,8,18.446631974408003,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.232864462948006}",25,3,22.95617122748747,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",25,12,-42.7895931940676,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",25,15,8.331140649423663,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",25,13,23.10366090523485,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.2236886739786474}",20,0,-2.0733418171984237,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.22145178723886091}",25,13,0.8044799351108349,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.2192372693664723}",25,0,24.137313513507124,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.21704489667280757}",25,0,-8.740732921695487,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.2148744477060795}",20,1,24.23623749607445,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.2127257032290187}",20,0,8.411902006407082,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.21059844619672852}",20,1,19.768701828922996,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.20849246173476124}",20,12,18.434983341385827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.2064075371174136}",30,0,-97.98766369696486,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
158,False,"{'a': 0.5, 'e': 0.2043434617462395}",35,25,15.588975885022583,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.2023000271287771}",20,0,13.436960161127839,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.2002770268574893}",20,0,14.678096319927961,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.19827425658891443}",25,0,2.8946820858667426,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.19629151402302528}",20,0,24.02530901045931,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.19432859888279502}",20,0,25.745989882235293,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.19238531289396707}",35,20,17.66539027994446,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.1904614597650274}",20,3,26.309434395473588,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.1885568451673771}",20,11,20.940927777902388,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",20,1,29.339917464466655,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.1848045639485463}",25,0,-11.168993163525533,"{0: 20, 1: 4, 2: 0, 3: 1, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.18295651830906084}",25,20,11.405761243977437,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18112695312597024}",25,20,10.268847689816461,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.17931568359471053}",25,13,15.81522165784837,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17752252675876343}",20,0,16.625940385118028,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.1757473014911758}",30,0,-18.504635275308484,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.173989828476264}",30,16,15.167438676193498,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.1722499301915014}",20,0,29.770125940844036,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.17052743088958636}",30,22,3.981476780218375,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.1688221565806905}",30,16,-41.158504302629986,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.5, 'e': 0.1671339350148836}",20,6,20.329993338200666,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.16546259566473476}",20,9,17.206120244695978,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16380796970808742}",25,2,-14.572255965335799,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100654}",30,0,-0.7307056297064026,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.16054819111089647}",20,7,10.728099665381162,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.1589427091997875}",25,0,8.134469014625846,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.15735328210778962}",20,5,11.15579523997011,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15577974928671173}",20,3,5.2470145097835,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1542219517938446}",30,0,28.9893855944429,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.15267973227590617}",20,3,15.106096176513597,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.1511529349531471}",35,25,4.974738015093661,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.14964140560361563}",20,9,-4.10436643542886,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.14814499154757946}",25,7,12.287143828431816,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14666354163210368}",20,10,16.00768168268707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14519690621578263}",25,18,12.03916648254489,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.1437449371536248}",20,0,-73.07480505847992,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
194,False,"{'a': 0.5, 'e': 0.14230748778208857}",20,3,26.500846342223184,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.14088441290426768}",20,7,24.59840168227339,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.139475568775225}",20,0,20.5653697224146,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.13808081308747275}",20,16,6.865055036974776,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.136700004956598}",20,6,-0.17734553882298298,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13533300490703204}",25,0,6.571619372016046,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.13397967485796172}",35,0,-1.8550453443563377,"{0: 31, 1: 2, 2: 1, 3: 1, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.1326398781093821}",20,10,17.477081266568803,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13131347932828827}",25,0,27.429898328010673,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.1300003445350054}",20,12,14.36224717466271,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.12870034108965533}",20,4,-17.686026067345345,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.1274133376787588}",30,2,-3.429927881652614,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
206,False,"{'a': 0.5, 'e': 0.12613920430197118}",25,14,-45.364618932434695,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.12487781225895148}",25,11,27.236449364125043,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12362903413636196}",20,8,21.57375550234312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12239274379499834}",20,0,-15.819860440073127,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
210,False,"{'a': 0.5, 'e': 0.12116881635704835}",20,0,-20.602311579412678,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.11995712819347787}",25,18,2.9390743365545657,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.11875755691154309}",30,18,9.017964612936721,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11756998134242766}",35,28,14.463532754142998,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11639428152900338}",25,8,32.89084389975028,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11523033871371334}",20,0,22.7564591392135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.1140780353265762}",25,15,14.223019215860717,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11293725497331045}",25,3,33.4883062731669,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11180788242357734}",20,11,20.41895854500608,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11068980359934157}",20,13,6.313084613856706,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.10958290556334815}",20,0,-0.040755093228138195,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.10848707650771466}",20,8,1.0155339519808406,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10740220574263752}",25,0,-4.585129491576765,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
223,False,"{'a': 0.5, 'e': 0.10632818368521114}",25,8,32.98925442344178,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10526490184835903}",20,6,24.454035198555587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10421225282987544}",35,9,40.60871698461987,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10317013030157669}",20,12,9.09539645352833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10213842899856092}",20,9,19.09018010698649,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10111704470857531}",20,12,12.52929877889697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10010587426148955}",20,10,-22.94489398384879,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.5, 'e': 0.09910481551887466}",20,0,29.127731534473593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.0981137673636859}",20,0,31.666876745360014,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.09713262969004904}",30,8,15.68351577745879,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09616130339314856}",30,12,-7.34023992141287,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
234,False,"{'a': 0.5, 'e': 0.09519969035921708}",20,16,7.2059735457373515,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.0942476934556249}",20,11,19.1928066358071,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09330521652106866}",20,4,0.393097458184122,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09237216435585796}",20,16,6.955690705533905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09144844271229938}",25,9,-13.007372604346827,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.0905339582851764}",25,20,10.516624666396563,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.08962861870232462}",20,9,-25.88270547094857,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
241,False,"{'a': 0.5, 'e': 0.08873233251530138}",25,0,21.02785324150119,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
